80.046387	90.32959	257.479706	12.16964	0.012231	0.023778	355.979004	0.587436	3	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	91.252441	231.731735	12.16964	0.010682	0.020396	355.979004	0.587436	5	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	93.098145	208.558563	12.16964	0.003031	0.004354	355.979004	0.587436	5	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	94.943848	187.702713	12.16964	0.019155	0.027132	355.979004	0.587436	5	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	96.020508	168.932434	12.16964	0.007901	0.057172	355.979004	0.587436	5	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	97.866211	152.039185	12.16964	0.007997	0.078275	355.979004	0.587436	5	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	98.789063	136.835266	12.16964	0.00136	0.094031	355.979004	0.587436	5	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	100.634766	123.151741	12.16964	0.013464	0.10699	355.979004	0.587436	5	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	102.634277	110.836563	12.16964	0.012597	0.115741	355.979004	0.587436	5	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	103.557129	99.752907	12.16964	0.008666	0.135152	355.979004	0.587436	5	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	105.710449	89.777618	12.16964	0.007079	0.128235	355.979004	0.587436	5	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	106.633301	80.799858	12.16964	0.00607	0.134068	355.979004	0.587436	3	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	108.632813	72.719872	12.16964	0.003254	0.146502	355.979004	0.587436	5	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	110.478516	65.447884	12.16964	0.006951	0.103702	355.979004	0.587436	3	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	111.555176	58.903095	12.16964	0.01245	0.112545	355.979004	0.587436	5	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	113.554688	53.012787	12.16964	0.010069	0.067328	355.979004	0.587436	3	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	114.785156	47.71151	12.16964	0.001714	0.085819	355.979004	0.587436	5	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	116.784668	42.940357	12.16964	-0.001406	0.050888	355.979004	0.587436	3	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	117.553711	38.64632	12.16964	-0.002928	0.064776	355.979004	0.587436	5	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	119.707031	34.781689	12.16964	-0.000302	0.027629	355.979004	0.587436	3	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	122.01416	31.30352	12.16964	0.000017	0.050918	355.979004	0.587436	5	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	122.937012	28.173168	12.16964	-0.004478	0.010197	355.979004	0.587436	3	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	124.936523	25.355852	12.16964	-0.009665	0.039773	355.979004	0.587436	3	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	126.013184	22.820267	12.16964	-0.008104	0.001508	355.979004	0.587436	3	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	128.166504	20.53824	12.16964	-0.01294	-0.020981	355.979004	0.587436	5	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	130.166016	18.484417	12.16964	-0.003824	-0.0478	355.979004	0.587436	3	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	131.088867	16.635975	12.16964	-0.009012	-0.003258	355.979004	0.587436	3	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	133.242188	14.972378	12.16964	-0.011029	-0.032097	355.979004	0.587436	3	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	134.165039	13.47514	12.16964	-0.010697	-0.041724	355.979004	0.587436	5	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	136.318359	12.127625	12.16964	-0.011822	-0.062746	355.979004	0.587436	3	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	137.087402	10.914863	12.16964	-0.00789	-0.025118	355.979004	0.587436	3	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	139.394531	9.823377	12.16964	-0.003532	-0.048366	355.979004	0.587436	3	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	141.086426	8.841039	12.16964	-0.009315	-0.068496	355.979004	0.587436	5	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	142.163086	7.956935	12.16964	0.001777	-0.076365	355.979004	0.587436	5	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	144.162598	7.161242	12.16964	-0.00243	-0.024707	355.979004	0.587436	3	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	145.085449	6.445117	12.16964	0.007151	0.000453	355.979004	0.587436	5	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	146.931152	5.800606	12.16964	0.00044	-0.030797	355.979004	0.587436	5	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	148.930664	5.220545	12.16964	0.001404	0.009534	355.979004	0.587436	3	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	150.007324	4.698491	12.16964	0.004377	0.033676	355.979004	0.587436	3	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	151.853027	4.228642	12.16964	0.007467	0.00927	355.979004	0.587436	3	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	152.775879	3.805777	12.16964	0.005516	-0.014948	355.979004	0.587436	5	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	154.775391	3.4252	12.16964	0.007358	-0.031499	355.979004	0.587436	5	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	155.544434	3.08268	12.16964	0.00187	0.002894	355.979004	0.587436	3	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	157.697754	2.774412	12.16964	0.001586	0.020761	355.979004	0.587436	5	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	159.543457	2.49697	12.16964	-0.002137	0.000196	355.979004	0.587436	3	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	160.466309	2.247273	12.16964	0.000647	0.035765	355.979004	0.587436	3	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	162.46582	2.022546	12.16964	0.003596	0.008941	355.979004	0.587436	3	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	163.388672	1.820291	12.16964	0.007249	-0.008517	355.979004	0.587436	3	0	0	0	-0.060908	0.09813	-0.037222	0
80.046387	165.388184	1.638262	12.16964	-0.005108	-0.045556	355.979004	0.587436	5	0	0	0	-0.060908	0.09813	-0.037222	0
